epoch,_epoch,loss,val_loss
0,0,4.849041938781738,4.513535022735596
1,1,4.618957996368408,4.399221420288086
2,2,4.381424427032471,4.2863335609436035
3,3,4.858584403991699,4.054538726806641
4,4,4.377392768859863,3.9531078338623047
5,5,3.974825143814087,3.830777645111084
6,6,4.012271404266357,3.7414777278900146
7,7,4.417073726654053,3.605738639831543
8,8,4.446447849273682,3.4888007640838623
9,9,3.8892905712127686,3.367647647857666
10,10,3.4723169803619385,3.2899701595306396
11,11,3.1754560470581055,3.1128039360046387
12,12,3.4387786388397217,2.9834482669830322
13,13,2.9020004272460938,2.8775479793548584
14,14,4.676425933837891,3.091205358505249
15,15,3.599452495574951,3.0093212127685547
16,16,3.316638231277466,2.8960928916931152
17,17,3.1585195064544678,2.5997447967529297
18,18,3.038599729537964,2.490856647491455
19,19,2.9418981075286865,2.3899807929992676
20,20,2.7330915927886963,2.2345340251922607
21,21,2.250678777694702,2.1490912437438965
22,22,2.041419744491577,2.093921184539795
23,23,2.509767770767212,1.941409707069397
24,24,2.0917327404022217,1.880561113357544
25,25,1.8763680458068848,1.819483995437622
26,26,2.229543685913086,1.759322166442871
27,27,1.9993270635604858,1.6847093105316162
28,28,2.348140001296997,1.6695208549499512
29,29,1.6405378580093384,1.6082907915115356
30,30,1.3825726509094238,1.5410592555999756
31,31,1.6233969926834106,1.5172083377838135
32,32,1.5976876020431519,1.4708491563796997
33,33,1.5330710411071777,1.4536212682724
34,34,2.611828565597534,1.8169262409210205
35,35,2.0940561294555664,1.5179353952407837
36,36,1.8716027736663818,1.4435677528381348
37,37,1.7640883922576904,1.403715968132019
38,38,1.6916768550872803,1.4241658449172974
39,39,1.7333608865737915,1.3800759315490723
40,40,1.4459964036941528,1.3760367631912231
41,41,1.3221344947814941,1.393433928489685
42,42,1.1926305294036865,1.39108407497406
43,43,1.5793282985687256,1.3525184392929077
44,44,1.3742834329605103,1.3397284746170044
45,45,1.2240060567855835,1.3452249765396118
46,46,1.648080587387085,1.3201682567596436
47,47,1.3391730785369873,1.3066970109939575
48,48,1.6645764112472534,1.301338791847229
49,49,1.2513000965118408,1.3131542205810547
50,50,1.0484912395477295,1.3092701435089111
51,51,1.3307063579559326,1.2557371854782104
52,52,1.2402369976043701,1.2404335737228394
53,53,1.1965492963790894,1.3300896883010864
54,54,1.9758062362670898,1.318447232246399
55,55,1.555004596710205,1.2091742753982544
56,56,1.4470033645629883,1.1584689617156982
57,57,1.379255771636963,1.1399407386779785
58,58,1.4053999185562134,1.1244498491287231
59,59,1.2702332735061646,1.1226061582565308
60,60,1.158036231994629,1.1392040252685547
61,61,1.0755444765090942,1.087669849395752
62,62,0.938133180141449,1.0700080394744873
63,63,1.2112551927566528,1.0783123970031738
64,64,1.0717183351516724,1.0768612623214722
65,65,0.9644259810447693,1.0437040328979492
66,66,1.2344633340835571,1.0523322820663452
67,67,1.0126821994781494,1.0504776239395142
68,68,1.3096362352371216,1.0364707708358765
69,69,0.9826967120170593,1.0425896644592285
70,70,0.8736566305160522,1.0133723020553589
71,71,1.0012251138687134,1.014910340309143
72,72,0.984620213508606,1.0086232423782349
73,73,1.0111877918243408,0.9855080246925354
74,74,1.6125953197479248,1.0494834184646606
75,75,1.3466551303863525,1.073001503944397
76,76,1.2073272466659546,1.0277782678604126
77,77,1.1874407529830933,1.0271766185760498
78,78,1.2428245544433594,0.9916320443153381
79,79,1.1097458600997925,1.0020897388458252
80,80,1.0239379405975342,0.9758725762367249
81,81,0.9422357678413391,0.9647941589355469
82,82,0.8045892119407654,0.9481368660926819
83,83,1.0780084133148193,0.9355830550193787
84,84,0.948549747467041,0.9264047741889954
85,85,0.8264433145523071,0.9106932282447815
86,86,1.098474383354187,0.9169017672538757
87,87,0.8827170729637146,0.9066500663757324
88,88,1.1489357948303223,0.9130180478096008
89,89,0.8568057417869568,0.8934558629989624
90,90,0.785503625869751,0.873948335647583
91,91,0.8595160245895386,0.8661510944366455
92,92,0.894804060459137,0.8774656653404236
93,93,0.8554598689079285,0.8501331806182861
94,94,1.4820890426635742,0.9265819191932678
95,95,1.1818444728851318,0.9798139333724976
96,96,1.0289146900177002,0.9193373918533325
97,97,1.0890873670578003,0.906674325466156
98,98,1.066776990890503,0.8737813234329224
99,99,1.0211869478225708,0.8670199513435364
100,100,0.8710002303123474,0.8406781554222107
101,101,0.8667760491371155,0.8145595788955688
102,102,0.7079156637191772,0.7974157333374023
103,103,0.9696354269981384,0.7978574633598328
104,104,0.8292500972747803,0.784815788269043
105,105,0.6979183554649353,0.7828975319862366
106,106,0.9942424297332764,0.7800217866897583
107,107,0.7973413467407227,0.7636055946350098
108,108,0.98737633228302,0.7671412825584412
109,109,0.7303314805030823,0.7833760380744934
110,110,0.7130963802337646,0.7458406090736389
111,111,0.7354270815849304,0.7370154857635498
112,112,0.8162127137184143,0.7317123413085938
113,113,0.7494305372238159,0.7305249571800232
114,114,1.2276725769042969,0.7713285684585571
115,115,1.1781991720199585,0.8500183820724487
116,116,0.944040060043335,0.7928465604782104
117,117,0.9358663558959961,0.7796710729598999
118,118,0.8943784832954407,0.7347956299781799
119,0,0.979212760925293,0.7518404722213745
120,1,0.8386619091033936,0.7258748412132263
121,2,0.8302730917930603,0.712482213973999
122,3,1.057582139968872,0.7429292798042297
123,4,0.8789028525352478,0.7670505046844482
124,5,0.9820324778556824,0.7045877575874329
125,6,0.7946797609329224,0.7367916703224182
126,7,1.0973496437072754,0.7390261292457581
127,8,0.7832261323928833,0.6873127222061157
128,9,0.7949928045272827,0.6696745753288269
129,10,0.7844099998474121,0.6954273581504822
130,11,0.8374238610267639,0.6632393598556519
131,12,0.8034590482711792,0.6946467757225037
132,13,1.2014219760894775,0.797085165977478
133,14,1.236290693283081,0.8852292895317078
134,15,1.0189560651779175,0.7891044020652771
135,16,0.8310700058937073,0.7473281025886536
136,17,0.991066575050354,0.6743850111961365
137,18,0.864067554473877,0.6782160401344299
138,19,0.9073016047477722,0.7439882755279541
139,20,0.8630955219268799,0.666031539440155
140,21,0.7279053330421448,0.6259826421737671
141,22,0.7199901938438416,0.59989994764328
142,23,0.9276737570762634,0.6386414766311646
143,24,0.7408100962638855,0.6233644485473633
144,25,0.8586602807044983,0.6038641929626465
145,26,0.6798446774482727,0.6199817657470703
146,27,0.9149834513664246,0.6490947604179382
147,28,0.6639047861099243,0.5936999917030334
148,29,0.6939027905464172,0.5642507076263428
149,30,0.6643203496932983,0.6032125949859619
150,31,0.7282116413116455,0.5877711772918701
151,32,0.6951006054878235,0.6007207036018372
152,33,1.0432114601135254,0.7242239713668823
153,34,1.0569347143173218,0.7245997786521912
154,35,0.8839765787124634,0.6783217191696167
155,36,0.7261014580726624,0.6595945358276367
156,37,0.8336783647537231,0.5727237462997437
157,38,0.7308696508407593,0.5767381191253662
158,39,0.7944231629371643,0.6848927736282349
159,40,0.7676990032196045,0.5775086283683777
160,41,0.6171945333480835,0.5463248491287231
161,42,0.6108443737030029,0.5168799161911011
162,43,0.8149152994155884,0.5410386919975281
163,44,0.6467623114585876,0.5292934775352478
164,45,0.7567756772041321,0.5258098840713501
165,46,0.6074867844581604,0.5193650722503662
166,47,0.7947596311569214,0.5562208294868469
167,48,0.579916775226593,0.5026301741600037
168,49,0.6041383743286133,0.4985554814338684
169,50,0.5919455289840698,0.522301197052002
170,51,0.6335973739624023,0.5032610297203064
171,52,0.6116545796394348,0.5581133365631104
172,53,0.900917649269104,0.5956144332885742
173,54,0.9540967345237732,0.6098012328147888
174,55,0.7940430641174316,0.574043333530426
175,56,0.6514095664024353,0.564868152141571
176,57,0.716120719909668,0.49791908264160156
177,58,0.6481385827064514,0.5139490365982056
178,59,0.7110217213630676,0.5844217538833618
179,60,0.6769347190856934,0.5088546276092529
180,61,0.5571366548538208,0.49819687008857727
181,62,0.5365393757820129,0.4603838324546814
182,63,0.7386935949325562,0.4660322964191437
183,64,0.5842552185058594,0.46481966972351074
184,65,0.6751253008842468,0.46580830216407776
185,66,0.5585474967956543,0.4624946415424347
186,67,0.7014361023902893,0.4749513566493988
187,68,0.5193273425102234,0.44502460956573486
188,69,0.5440099835395813,0.4509197771549225
189,70,0.5315490961074829,0.4648888111114502
190,71,0.564050555229187,0.44832533597946167
191,72,0.5486867427825928,0.49840638041496277
192,73,0.7671142816543579,0.5348840355873108
193,74,0.9142971634864807,0.5172469615936279
194,75,0.727310299873352,0.5368129014968872
195,76,0.5934689044952393,0.5097830891609192
196,77,0.6362630724906921,0.44547414779663086
197,78,0.576635479927063,0.44275230169296265
198,79,0.635358989238739,0.486242413520813
199,80,0.6062009334564209,0.4516495168209076
200,81,0.5146632790565491,0.4402817487716675
201,82,0.4760802388191223,0.42650675773620605
202,83,0.6828333139419556,0.42660224437713623
203,84,0.5355224013328552,0.4236615300178528
204,85,0.6267762184143066,0.420522004365921
205,86,0.5243694186210632,0.4255780577659607
206,87,0.6348719000816345,0.4321686625480652
207,88,0.47049760818481445,0.4055977761745453
208,89,0.5045120716094971,0.4190780520439148
209,90,0.4863291382789612,0.44165682792663574
210,91,0.5066707134246826,0.4103125333786011
211,92,0.49484655261039734,0.46551164984703064
212,93,0.72687166929245,0.46497905254364014
213,94,0.8208499550819397,0.48037129640579224
214,95,0.6722263097763062,0.5023703575134277
215,96,0.5486329793930054,0.43709975481033325
216,97,0.5775936245918274,0.40616533160209656
217,98,0.5275843143463135,0.4023672938346863
218,99,0.5812374949455261,0.43144309520721436
219,100,0.5292856097221375,0.41392940282821655
220,101,0.49822235107421875,0.40097591280937195
221,102,0.42663347721099854,0.4031527042388916
222,103,0.638639509677887,0.39503294229507446
223,104,0.4947579503059387,0.3924281597137451
224,105,0.5918478965759277,0.38841113448143005
225,106,0.48972558975219727,0.38683775067329407
226,107,0.5830028057098389,0.3894680142402649
227,108,0.4330746829509735,0.3759327828884125
228,109,0.47471392154693604,0.38228800892829895
229,110,0.45461565256118774,0.4264048933982849
230,111,0.47070208191871643,0.39654287695884705
231,112,0.45131880044937134,0.39282727241516113
232,113,0.6827625036239624,0.43837371468544006
233,0,0.5945045948028564,0.4337349534034729
234,1,0.49472683668136597,0.4289392828941345
235,2,0.4765767455101013,0.4251832067966461
236,3,0.6657038331031799,0.42107221484184265
237,4,0.5042580962181091,0.41784656047821045
238,5,0.6125146150588989,0.4149729013442993
239,6,0.502852201461792,0.41173624992370605
240,7,0.5877568125724792,0.40992510318756104
241,8,0.45696091651916504,0.406880259513855
242,9,0.4963653087615967,0.4042900502681732
243,10,0.5039321780204773,0.40211156010627747
244,11,0.4636942446231842,0.3993477523326874
245,12,0.4690156877040863,0.39727234840393066
246,13,0.7479988932609558,0.3956923186779022
247,14,0.7182670831680298,0.3948112428188324
248,15,0.6538310050964355,0.3942283093929291
249,16,0.5198588371276855,0.39268630743026733
250,17,0.5646657347679138,0.39066654443740845
251,18,0.5190244913101196,0.38915881514549255
252,19,0.537025511264801,0.3879127502441406
253,20,0.5481995940208435,0.3861488103866577
254,21,0.4525265395641327,0.3842986822128296
255,22,0.44010186195373535,0.38314124941825867
256,23,0.6323937773704529,0.3816704750061035
257,24,0.4724009335041046,0.3808446526527405
258,25,0.5927767157554626,0.38013288378715515
259,26,0.4696585237979889,0.3791712522506714
260,27,0.571066677570343,0.3790605664253235
261,28,0.4308364987373352,0.37811121344566345
262,29,0.47964391112327576,0.3774729371070862
263,30,0.4601138234138489,0.37698298692703247
264,31,0.46621277928352356,0.3761812448501587
265,32,0.4531896412372589,0.3755941092967987
266,33,0.7331510186195374,0.37536612153053284
267,34,0.7108704447746277,0.37550199031829834
268,35,0.6454293727874756,0.3758944272994995
269,36,0.511283278465271,0.37561744451522827
270,37,0.546333909034729,0.37496888637542725
271,38,0.4827221632003784,0.3746197819709778
272,39,0.5504415035247803,0.37432199716567993
273,40,0.5382529497146606,0.37372976541519165
274,41,0.44059160351753235,0.3729538023471832
275,42,0.4293830394744873,0.37261202931404114
276,43,0.6213170886039734,0.371984601020813
277,44,0.4683797061443329,0.37189531326293945
278,45,0.5846574306488037,0.3717418909072876
279,46,0.4632396697998047,0.3714652955532074
280,47,0.5678039193153381,0.3717694878578186
281,48,0.4241970181465149,0.3713832199573517
282,49,0.4710099399089813,0.3712419271469116
283,50,0.4553895890712738,0.3711702227592468
284,51,0.46138331294059753,0.37090811133384705
285,52,0.4511035978794098,0.3707449734210968
286,53,0.7064772248268127,0.3708498477935791
287,54,0.723495602607727,0.37124231457710266
288,55,0.6500539779663086,0.3718351423740387
289,56,0.5082629323005676,0.371868759393692
290,57,0.5397888422012329,0.37157535552978516
291,58,0.4757438004016876,0.3715020716190338
292,59,0.5510149002075195,0.3714112341403961
293,60,0.5311239957809448,0.3711104393005371
294,61,0.43970656394958496,0.37060779333114624
295,62,0.4271543323993683,0.37042996287345886
296,63,0.6165094375610352,0.3700069487094879
297,64,0.47086793184280396,0.3700827956199646
298,65,0.5734239816665649,0.36999860405921936
299,66,0.4702685475349426,0.36989179253578186
300,67,0.5631392002105713,0.37027013301849365
301,68,0.42148369550704956,0.36998698115348816
302,69,0.46999436616897583,0.3699182868003845
303,70,0.4505154490470886,0.36991363763809204
304,71,0.46150991320610046,0.3697759211063385
305,72,0.44808128476142883,0.3697056770324707
306,73,0.6551908254623413,0.36987629532814026
307,74,0.7705259919166565,0.37033846974372864
308,75,0.6523573398590088,0.37096524238586426
309,76,0.5064939856529236,0.3710770606994629
310,77,0.5354787707328796,0.3708643615245819
311,78,0.47448670864105225,0.3708438277244568
312,79,0.5493178367614746,0.37078166007995605
313,80,0.5135470032691956,0.37052589654922485
314,81,0.4541288912296295,0.3700850009918213
315,82,0.42488813400268555,0.3699115812778473
316,83,0.6167958974838257,0.3695240318775177
317,84,0.46927449107170105,0.3696383833885193
318,85,0.5701417922973633,0.369538277387619
319,86,0.47197020053863525,0.3694726526737213
320,87,0.5621675252914429,0.369865745306015
321,88,0.41787075996398926,0.3695833683013916
322,89,0.4715983271598816,0.36950719356536865
323,90,0.4490284025669098,0.36949050426483154
324,91,0.4587448835372925,0.3693867623806
325,92,0.4441823363304138,0.36933764815330505
326,93,0.6612197756767273,0.36951571702957153
327,94,0.7622120976448059,0.3700046241283417
328,95,0.6564136743545532,0.3706223666667938
329,96,0.5058789849281311,0.37077561020851135
330,97,0.5326659679412842,0.37058278918266296
331,98,0.47427812218666077,0.3705672323703766
332,99,0.5493682026863098,0.37050366401672363
333,100,0.4900009036064148,0.3702516257762909
334,101,0.47420114278793335,0.36982598900794983
335,102,0.42299339175224304,0.3696264624595642
336,103,0.6183337569236755,0.36924487352371216
337,104,0.46774500608444214,0.3693627715110779
338,105,0.5657277703285217,0.36924272775650024
339,106,0.4737110137939453,0.36919140815734863
340,107,0.5614654421806335,0.3695930242538452
341,108,0.41467687487602234,0.36929187178611755
342,109,0.4721353352069855,0.3692028820514679
343,110,0.4514685273170471,0.3691660761833191
344,111,0.45844247937202454,0.3690783679485321
345,112,0.4406464099884033,0.36903226375579834
346,113,0.6637043952941895,0.36920636892318726
347,114,0.7600914239883423,0.36971515417099
348,115,0.6535952687263489,0.37031984329223633
349,116,0.5071509480476379,0.37050431966781616
350,117,0.5316868424415588,0.37031757831573486
